pmid,title,query_families,keyword_domains,abstract_priority_score,manual_status,abstract_status
17390897,Chemical composition and antifungal activity of the essential oils of three species of Artemisia on some soil-borne phytopathogens.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
17611929,"Preparation of a novel monoclonal antibody against the antimalarial drugs, artemisinin and artesunate.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,antiparasitic;safety;primary_methods,4,pending_manual_review,retrieved
17628838,Artemisinin and sesquiterpene precursors in dead and green leaves of Artemisia annua L. crops.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;antiparasitic,4,pending_manual_review,retrieved
17894898,Antiherpevirus activity of Artemisia arborescens essential oil and inhibition of lateral diffusion in Vero cells.,terpene_essential_oil,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
18054484,Bioactivity of two major constituents isolated from the essential oil of Artemisia judaica L.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
18197598,Quantification of artemisinin in Artemisia annua extracts by 1H-NMR.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic,4,pending_manual_review,retrieved
18397765,Mass propagation and essential oil analysis of Artemisia vulgaris.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
18417176,"Screening of chemical composition, antimicrobial and antioxidant activities of Artemisia essential oils.",terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
18670120,A cytotoxic and apoptosis-inducing sesquiterpenoid isolated from the aerial parts of Artemisia princeps PAMPANINI (Sajabalssuk).,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
19053512,"Genepolide, a sesterpene gamma-lactone with a novel carbon skeleton from mountain wormwood (Artemisia umbelliformis).",terpene_essential_oil;sesquiterpene_lactone;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
19194753,Essential oil of Artemisia scoparia inhibits plant growth by generating reactive oxygen species and causing oxidative damage.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
19429377,MAPK activation is necessary to the apoptotic death of KB cells induced by the essential oil isolated from Artemisia iwayomogi.,terpene_essential_oil;biosynthesis_genes,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
19483202,Enhancement of artemisinin concentration and yield in response to optimization of nitrogen and potassium supply to Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic,4,pending_manual_review,retrieved
19634335,Compositional variation of the essential oils of Artemisia afra Jacq. from three provinces in South Africa--a case study of its safety.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
19768995,"Analysis of essential oils of Artemisia absinthium L. from Lithuania by CC, GC(RI), GC-MS and 13C NMR.",terpene_essential_oil;diterpene_triterpene;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
19811407,The essential oil isolated from Artemisia capillaris prevents LPS-induced production of NO and PGE(2) by inhibiting MAPK-mediated pathways in RAW 264.7 macrophages.,terpene_essential_oil;biosynthesis_genes,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
20000780,Dimeric guaianolides and sesquiterpenoids from Artemisia anomala.,terpene_essential_oil;sesquiterpene_lactone,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
20020464,Chemical composition of hydrodistilled essential oil of Artemisia incana (L.) Druce and antimicrobial activity against foodborne microorganisms.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
20075252,The genetic map of Artemisia annua L. identifies loci affecting yield of the antimalarial drug artemisinin.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic,4,pending_manual_review,retrieved
20085186,Antibacterial and antioxidant activities of the essential oil of Artemisia echegarayi Hieron. (Asteraceae).,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
20156520,Artemisia fukudo essential oil attenuates LPS-induced inflammation by suppressing NF-kappaB and MAPK activation in RAW 264.7 macrophages.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
20362422,Inhibition of tumor cell proliferation and induction of apoptosis in human lung carcinoma 95-D cells by a new sesquiterpene from hairy root cultures of Artemisia annua.,terpene_essential_oil;biosynthesis_genes,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
20428043,Effect of sugars on artemisinin production in Artemisia annua L.: transcription and metabolite measurements.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics,4,pending_manual_review,retrieved
20486075,Highly oxygenated guaianolides from Artemisia dubia.,terpene_essential_oil;sesquiterpene_lactone,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
20492133,Essential oil of Artemisia capillaris induces apoptosis in KB cells via mitochondrial stress and caspase activation mediated by MAPK-stimulated signaling pathway.,terpene_essential_oil;biosynthesis_genes,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
21072770,Composition and intraspecific chemical variability of the essential oil from Artemisia herba-alba growing wild in a Tunisian arid zone.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
21188586,Chemical composition and antibacterial potential of Artemisia arborescens L. essential oil.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
21299136,Caryophyllene oxide-rich essential oils of Lithuanian Artemisia campestris ssp. campestris and their toxicity.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
21666770,Trichomes + roots + ROS = artemisinin: regulating artemisinin biosynthesis in Artemisia annua L.,sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics,4,pending_manual_review,retrieved
22076766,Effects of vegetative and flowering stages on the biosynthesis of artemisinin in Artemisia species.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics,4,pending_manual_review,retrieved
22279377,Artemisinin biosynthesis and its regulatory enzymes: Progress and perspective.,sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics,4,pending_manual_review,retrieved
22484051,Microbial transformation of antimalarial terpenoids.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;antiparasitic,4,pending_manual_review,retrieved
22556530,Anthelmintic activity of the essential oil of artemisia pallens wall.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic,4,pending_manual_review,retrieved
22999168,Automating gene library synthesis by structure-based combinatorial protein engineering: examples from plant sesquiterpene synthases.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics,4,pending_manual_review,retrieved
23148700,Facile preparation of bioactive seco-guaianolides and guaianolides from Artemisia gorgonum and evaluation of their phytotoxicity.,terpene_essential_oil;sesquiterpene_lactone,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
23263328,Chemical composition and larvicidal activity of essential oil of Artemisia gilvescens against Anopheles anthropophagus.,terpene_essential_oil,chemistry;antiparasitic,4,pending_manual_review,retrieved
23265542,"Chemical composition, antimicrobial, cytotoxic and antioxidant activities of the essential oil of Artemisia indica Willd.",terpene_essential_oil,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
23438177,Rational engineering of plasticity residues of sesquiterpene synthases from Artemisia annua: product specificity and catalytic efficiency.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics,4,pending_manual_review,retrieved
23570523,"Volatile composition and antimicrobial activity of the essential oil of Artemisia absinthium growing in Western Ghats region of North West Karnataka, India.",terpene_essential_oil;antiparasitic,chemistry;antiparasitic,4,pending_manual_review,retrieved
23597248,Quantitative structure-activity relationships of the antimalarial agent artemisinin and some of its derivatives - a DFT approach.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic,4,pending_manual_review,retrieved
23678823,Chemical composition and biological activities of the essential oil from Artemisia herba-alba growing wild in Tunisia.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
23939794,"Chemopreventive and antioxidant activity of the chamazulene-rich essential oil obtained from Artemisia arborescens L. growing on the Isle of La Maddalena, Sardinia, Italy.",terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
23979886,Genotoxic evaluation of the antimalarial drugs artemisinin and artesunate in human HepG2 cells and effects on CASP3 and SOD1 gene expressions.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,antiparasitic;safety;primary_methods,4,pending_manual_review,retrieved
24005967,Identification of repellent and insecticidal constituents of the essential oil of Artemisia rupestris L. aerial parts against Liposcelis bostrychophila Badonnel.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
24148842,"Isolation, cytotoxicity evaluation and HPLC-quantification of the chemical constituents from Artemisia amygdalina Decne.",terpene_essential_oil;diterpene_triterpene,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
24304352,Considerations on the mechanism of action of artemisinin antimalarials: part 1--the 'carbon radical' and 'heme' hypotheses.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,antiparasitic;safety;primary_methods,4,pending_manual_review,retrieved
24459478,Chemical composition and general toxicity of essential oils extracted from the aerial parts of Artemisia armeniaca Lam. and A. incana (L.) Druce growing in Iran.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
24499850,Antimalarial properties of Artemisia vulgaris L. ethanolic leaf extract in a Plasmodium berghei murine malaria model.,sesquiterpene_lactone;antiparasitic;safety,antiparasitic;safety;primary_methods,4,pending_manual_review,retrieved
24645495,TLC-direct bioautography for determination of antibacterial activity of Artemisia adamsii essential oil.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
24862063,Two new sesquiterpenes from Artemisia sieversiana.,terpene_essential_oil,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
25002129,In vitro cytotoxicity of Artemisia vulgaris L. essential oil is mediated by a mitochondria-dependent apoptosis in HL-60 leukemic cell line.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
25017866,Bioactivity of essential oil of Artemisia argyi Lévl. et Van. and its main compounds against Lasioderma serricorne.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
25199920,Efficiency of Artemisia nilagirica (Clarke) Pamp. essential oil as a mycotoxicant against postharvest mycobiota of table grapes.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
25317772,"Antimicrobial, antioxidative, and insect repellent effects of Artemisia absinthium essential oil.",terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
25644758,Emergence of terpene cyclization in Artemisia annua.,terpene_essential_oil;biosynthesis_genes,chemistry;genomics,4,pending_manual_review,retrieved
25657784,Chemical composition and antiprolifrative activity of Artemisia persica Boiss. and Artemisia turcomanica Gand. essential oils.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
25735374,Anti-cancer properties of a sesquiterpene lactone-bearing fraction from Artemisia khorassanica.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
25757434,Bioactivity of essential oil from Artemisia stolonifera (Maxim.) Komar. and its main compounds against two stored-product insects.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
